Genome	BAr1A.filtered Read Count	BAr1B.filtered Read Count	BAr1C.filtered Read Count	BAr2D.filtered Read Count	BAr2E.filtered Read Count	BAr2F.filtered Read Count	BAr3G.filtered Read Count	BAr3H.filtered Read Count	BAr3I.filtered Read Count	BOr1A.filtered Read Count	BOr1B.filtered Read Count	BOr1C.filtered Read Count	BOr2D.filtered Read Count	BOr2E.filtered Read Count	BOr2F.filtered Read Count	BOr3G.filtered Read Count	BOr3H.filtered Read Count	BOr3I.filtered Read Count	CRr1A.filtered Read Count	CRr1B.filtered Read Count	CRr1C.filtered Read Count	CRr2D.filtered Read Count	CRr2E.filtered Read Count	CRr2F.filtered Read Count	CRr3G.filtered Read Count	CRr3H.filtered Read Count	CRr3I.filtered Read Count	LABRr1A.filtered Read Count	LABRr1B.filtered Read Count	LABRr1C.filtered Read Count	LASAr3G.filtered Read Count	LASAr3H.filtered Read Count	LASAr3I.filtered Read Count	LASCr2D.filtered Read Count	LASCr2E.filtered Read Count	LASCr2F.filtered Read Count	LASYr2D.filtered Read Count	LASYr2E.filtered Read Count	LASYr2F.filtered Read Count	LAWAr2D.filtered Read Count	LAWAr2E.filtered Read Count	LAWAr2F.filtered Read Count	MGr1A.filtered Read Count	MGr1B.filtered Read Count	MGr1C.filtered Read Count	MGr2D.filtered Read Count	MGr2E.filtered Read Count	MGr2F.filtered Read Count	MGr3G.filtered Read Count	MGr3H.filtered Read Count	MGr3I.filtered Read Count	MHr1A.filtered Read Count	MHr1B.filtered Read Count	MHr1C.filtered Read Count	MHr2D.filtered Read Count	MHr2E.filtered Read Count	MHr2F.filtered Read Count	MHr3G.filtered Read Count	MHr3H.filtered Read Count	MHr3I.filtered Read Count	SEr2D.filtered Read Count	SEr2E.filtered Read Count	SEr2F.filtered Read Count	SEr3G.filtered Read Count	SEr3H.filtered Read Count	SEr3I.filtered Read Count
BAr2D2E2F__bin_106	8977	334981	221657	8689	194803	266686	293	266	1308	171350	49867	177483	45914	64832	55471	6899	7226	2487	837	4166	5309	1195	1456	788	1968	1376	1686	29270	17852	38400	14845	49137	5353	145755	64395	99994	7654	3797	31677	102000	8309	123033	8937	3128	1775	13230	4221	3551	1121	8474	4142	743	3577	5034	25282	9650	6955	2316	23086	2314	393517	74184	144026	7144	9573	111159
LASCr2D2E2F__bin_117	19945	33777	18147	1567	11474	10601	797	1669	1029	11950	14228	12208	15865	15545	12777	9482	7780	5129	24222	39045	33652	36418	26767	23155	48546	30615	34528	27763	21698	19405	40936	35005	34152	80638	75123	55223	16633	10218	23281	49403	16753	51710	49692	70111	58798	25110	35405	24231	34192	65022	50680	18904	29266	31968	10747	10310	8063	35811	70964	40213	22534	29167	17409	19229	40230	95184
MGr1A1B1C__bin_55	5406	35204	9219	1828	5327	10391	2032	3022	3261	20492	13582	39886	39000	78645	31310	9540	7139	4254	7813	53771	29835	64098	118417	48268	29147	23855	28963	104238	85464	20124	13105	22033	10737	30896	28994	22719	5237	2787	9485	34033	35378	102958	1379880	184484	131841	1883363	703371	455213	138973	908863	380021	8577	42580	18731	20254	9959	5068	6532	36217	48363	22809	26230	38607	14947	20003	97057
MHr1A1B1C__bin_101	57039	105563	106451	7235	47837	17570	1455	17826	2018	15148	5805	4740	26734	41342	19223	7658	5440	3503	200664	899505	882259	360670	256827	173008	768248	692461	719156	138679	131894	37936	51507	46494	58091	277362	290574	292743	95584	17959	125640	99708	45415	237982	593781	1277120	805623	309669	620880	379040	750500	902727	757622	258050	765359	528149	24853	32175	17798	377593	703036	1777212	18385	13500	30869	4877	7148	74045
BAr2D2E2F__bin_26	15202	4620	32579	274038	302198	25226	5181	6495	7489	12645	33384	52459	35652	15307	47204	62413	65204	69349	26789	13543	43884	1142	1542	2862	2991	28500	22719	1890	1849	3407	1270	1815	2284	4453	29722	5272	2040	45276	8364	1099	2378	642	5027	2364	1263	3562	1062	4243	3300	8655	2181	42325	20563	57587	699	4542	1101	8618	9062	14276	4313	2784	3161	1197	1558	8926
LAWAr2D2E2F__bin_79	198738	767886	16836	5196	8708	306541	1866	5452	3244	284599	188300	147988	354085	162314	222875	68947	142112	141399	228426	150841	118363	2513413	3653714	958783	11270	116327	157163	116652	103789	144086	350834	726144	337009	1493545	1045567	563055	351498	512357	377224	758087	708126	855001	5564	29361	95038	17239	77864	39763	374995	284470	73052	235150	150340	123812	12143	49910	37833	424499	53486	142550	179509	120057	129359	18275	1794	258804
BAr3G3H3I__bin_85	61816	12730	70234	58085	18806	18474	155347	254265	232614	7728	13672	15857	9549	6472	13309	53309	51511	95393	10771	8027	9157	3593	6868	30287	3619	16156	8704	1873	1989	7580	1606	2132	2011	2463	19240	2425	3140	8728	4228	1568	3085	711	1235	2988	2212	1283	1387	2652	3866	7578	1161	16744	10275	8776	782	6265	2260	2603	2200	6497	55964	9169	6941	11587	12849	33355
BAr2D2E2F__bin_130	24349	81167	34409	11957	102086	311220	9069	13333	23610	38970	77668	75936	55212	38229	64717	89189	97064	74129	35611	110334	70511	131803	108888	94889	245758	147075	178261	26182	20743	19976	272423	148537	121233	25630	70863	18601	60749	50019	103764	47301	51541	36976	61375	156303	121257	24242	65436	79963	173657	174487	57621	36040	109985	70451	49078	59438	40768	25631	43864	192679	69295	92697	83767	285271	534535	196730
SEr3G3H3I__bin_77	23580	109392	65000	16854	149866	139943	16035	20013	30280	35313	65272	63903	46828	32415	55545	77789	85482	66780	36205	102418	68919	123608	92023	111616	234554	137031	168517	17705	12949	12542	166914	136072	102909	15402	70350	16421	47887	39806	92249	180857	94401	69143	51278	131528	102656	33753	75408	75963	193112	226942	66234	36146	102618	72638	92033	57332	36775	19022	41590	182502	158228	258809	107418	596335	1701924	225377
SEr2D2E2F__bin_48	12521	16781	7364	2458	5330	8141	1664	1913	1871	8411	8483	10996	10496	15823	11206	7040	7698	4543	6984	8779	6545	4566	13563	9330	6311	8528	19099	5443	5006	6499	2631	8864	4946	7740	8467	4869	9576	4373	8431	10083	5580	10432	6945	6973	6023	12381	9806	13823	8797	36423	13120	6272	9379	7185	8357	17364	4305	4294	3916	22651	189535	89558	128532	223022	103726	447269
MGr3G3H3I__bin_131	2678	3910	3251	666	1792	3349	374	1373	503	13463	63285	113369	84849	80833	109421	1347	2425	8310	16361	42168	27948	21610	28579	9502	56811	101001	39325	58466	39011	23383	114181	12559	19399	42296	32790	26926	1639	1429	13192	40132	10564	23925	37620	50904	36727	22484	41566	18295	866199	148310	540613	12238	27742	23285	16699	10419	8211	3008	14329	47888	5792	8303	4869	9921	10869	83704
SEr2D2E2F__bin_67	47001	15342	7997	1161	11802	38883	2101	4770	1785	119627	251544	115653	201599	165320	245291	476434	472483	103812	1990	3201	2901	8903	14087	24309	5572	3238	3604	5995	5666	6269	231386	182159	244910	25126	269730	50840	1023919	297111	533962	48588	28696	25528	1006	2517	2116	996	1647	1515	2815	2915	1617	1983	3402	3012	22555	83766	79068	36381	64370	3984	10542	348366	104047	4340	7353	17571
SEr3G3H3I__bin_267	3660	3735	3703	2173	2893	3241	1050	1460	1230	9131	3619	5017	15749	13535	10999	3530	4806	3907	3059	3148	3286	4465	4313	3648	5360	6778	4129	9287	7934	13996	5970	6053	4878	15572	14906	13093	4305	3354	5206	17315	7921	19214	1668	3851	2277	1576	3415	3005	5364	24939	12820	3092	2926	3061	9466	6224	4189	5274	11438	4536	40049	59757	9270	12463	42477	719607
MGr3G3H3I__bin_132	1399	1855	978	1210	983	1105	951	1073	956	937	555	980	1647	2087	1432	718	803	811	911	1598	1485	2848	3059	1440	4281	2164	2366	35376	13343	4904	1538	3012	3010	15278	5636	4949	974	1015	1327	15165	3288	11321	53309	23508	21732	99103	79299	24657	22415	135327	176232	1003	1567	1120	7635	2837	1919	2020	7446	3450	1691	3937	3385	1904	2599	13778
CRr1A1B1C__bin_28	29532	19351	79788	3532	29590	6043	3656	7072	2651	7132	7777	12527	22375	10069	8087	1526	1489	4594	102855	283916	416799	97609	63339	39119	43194	95942	142374	18391	12019	8708	29770	16767	31589	23973	33848	35108	40464	8396	35626	7921	6033	7306	18841	68793	38050	9577	4855	6812	9346	18876	3949	114027	266713	222034	5893	10530	4555	44748	13008	201367	26665	16386	21640	18904	26019	116458
SEr2D2E2F__bin_107	7590	10300	10481	34129	10784	16136	10758	16085	17219	24810	11738	21093	22640	25143	15803	18632	17812	18769	8044	6943	8397	4213	9280	10313	6625	7766	6231	11599	9909	22357	6807	18149	10386	42710	24340	27893	26194	18109	12956	139655	80986	66615	10120	10341	7232	5231	11524	7610	10713	47766	7807	6893	7550	7220	8434	22075	10504	9857	8317	5444	404713	550264	149151	357442	897573	150181
MGr3G3H3I__bin_121	28	36	33	155	86	288	213	304	247	123	3698	9068	2746	1362	2886	287	194	299	311	17680	3894	33122	80037	11098	4691	12537	2818	21950	19604	464	3500	4222	5926	1365	947	898	128	355	2416	1096	2876	3132	69255	93621	37025	9719	26875	27529	162190	98293	54525	293	11832	3663	26317	8572	2368	233	5718	2560	38	28	236	48	28	980
MGr3G3H3I__bin_91	162111	79220	144708	1618	450	1955	17	5510	34	75563	6564	75738	60244	65975	18480	359	582	148	166863	538211	415017	501991	556536	294896	332132	135097	281511	591635	409735	167433	25308	17794	21193	157572	104095	175097	1070	47	2493	73007	470	641382	799529	794997	572394	79348	404376	68746	53925	252507	813122	138819	401867	321795	3084	1238	3996	21070	527819	566094	1332575	303753	6741	1227239	668883	8865114
BAr1A1B1C__bin_47	113998	84582	156273	9945	60414	93781	15909	22295	18384	22844	13628	14541	29705	21925	15254	8094	9690	9447	63846	88141	81592	89649	86105	122586	147789	131450	106605	3782	3590	6350	19344	13590	15336	44553	55359	42311	16474	14552	27399	17415	11700	11387	27628	63019	29614	17320	23514	28745	56439	82041	15291	48003	72902	61892	5671	9721	6692	12434	11607	147292	117724	124193	105012	39407	54569	36052
LASAr3G3H3I__bin_128	1833	7413	4954	1659	1376	1544	1601	2965	2073	115606	160279	96003	66159	48580	94615	40809	95667	116092	24091	35360	27327	17830	19722	8517	23660	24826	51456	59958	52763	97870	41399	721722	408174	122524	173032	94511	1404276	450921	521020	86840	118489	102507	69546	119326	53585	51083	80762	59556	67489	161383	12871	20286	37296	26279	45987	230035	183695	286620	79391	74926	40301	22960	7079	406	655	197777
LABRr1A1B1C__bin_124	8010	6758	3414	256	1842	524	66	138	90	1455	214	408	1177	1319	341	197	204	92	1080	903	1325	2928	2306	1148	1030	562	822	1741429	1146584	728467	897	1229	398	29763	15109	21382	392	245	489	28448	14946	25059	60978	106685	44051	8755	12929	6952	3699	4078	3593	678	822	1415	6799	6885	7094	2329	38147	1193	498	475	297	2003	1515	1111544
LAWAr2D2E2F__bin_7	16314	61895	3628	3002	9712	3845	4286	6030	3431	9714	8922	18747	13197	36602	13567	3007	2369	2562	15838	6884	11152	18977	32026	18908	7445	6657	9132	8683	5060	28367	34046	148388	68038	243577	192123	192025	57328	9081	55514	360851	186938	385480	153369	43087	46892	78627	100602	66326	59181	66717	61997	9177	5776	8266	3583	6879	4439	60981	149367	11095	109070	57482	67949	76063	101116	346157
MHr2D2E2F__bin_48	661	907	1275	6797	2200	2048	4863	4360	5664	3633	2105	3588	1985	1717	2888	4201	4922	5689	1105	1601	1791	458	556	1000	3006	3707	2232	12094	10389	23254	1869	3578	4595	4995	15627	4335	2493	4611	7273	5407	22475	2488	518	1671	1588	427	1213	2421	4802	7564	411	1184	2176	2093	10829	112326	64771	33585	2660	1968	1032	4151	2590	488	241	47908
CRr3G3H3I__bin_47	25095	47535	64146	20934	125249	65480	10717	14907	19088	21550	39571	39667	26731	16941	31093	49099	50128	40931	59842	201283	140593	71425	47287	71470	260973	229563	183943	21385	18662	14422	85793	72175	59595	20909	52313	23717	29009	25601	45716	25922	33858	23267	43277	76784	52803	14493	26464	34578	75269	84535	28165	58588	212084	117830	28175	33766	21997	19444	26255	181409	34926	48095	61802	102163	183066	88639
CRr1A1B1C__bin_124	1858	10965	72433	2183	2533	9506	1073	3289	1663	3269	1414	1449	1185	792	886	1077	1095	1522	77469	94927	267533	3674	1319	20890	11314	14777	96070	1673	2386	925	1206	1774	974	3235	6605	5968	1391	1543	3107	350	1189	482	1829	7889	4523	1619	1063	1968	3734	10485	404	103868	111996	133990	208	1490	487	2175	426	52504	1116	500	875	548	342	3868
LABRr1A1B1C__bin_139	83330	264901	90079	6386	61715	109694	1223	15984	1918	33911	14171	36758	30117	36785	25335	3444	3227	3028	475204	711085	460110	424762	377994	271235	656744	658738	704899	622568	466719	56023	79021	113779	63053	367884	268801	216550	17646	6933	83969	223786	119883	404233	979729	1147132	779610	247867	257071	184146	569601	399360	241907	494748	603535	446657	33052	35806	21238	60664	603774	887086	242767	389401	230721	282220	266100	2929753
SEr3G3H3I__bin_10	112450	4586	3533	1754	28408	12936	978	1839	1036	5701	2911	4871	7783	8916	7231	1577	1669	1281	66649	47698	18551	113428	41839	58816	26015	18206	28038	7634	6161	8793	15518	70176	42774	8381	7323	6761	36590	2271	24126	8410	4962	14433	8402	20664	13634	9353	12037	16670	26829	24076	9483	71843	22426	32938	5226	9457	4467	6068	39022	48423	66931	90396	29687	30370	73365	831468
SEr2D2E2F__bin_71	265	272	508	590	217	183	992	1216	1922	212	189	280	213	109	190	249	330	357	278	141	252	6904	2817	360	141	268	172	113	82	3995	133	110	107	127	239	178	125	278	100	1622	3193	215	219	666	8302	53	76	59	143	335	69	266	130	261	55	178	39	227	91	206	217754	7229	1983	2597	141	8924
SEr2D2E2F__bin_6	66647	20437	16726	10979	71974	22207	3840	6638	3741	10341	7421	9123	18633	13839	10450	7966	8966	6920	36067	29919	20534	65927	58964	53521	56706	80623	68908	19995	13787	25545	10990	12952	8708	29121	30263	23332	11971	9776	10772	19961	14023	24177	13797	20803	14806	83796	33042	20366	23796	48067	37452	34591	27882	22537	5640	10521	6786	11166	15725	81793	193143	117183	79235	52578	102308	210716
MHr3G3H3I__bin_38	2140	11678	2683	4807	2163	3109	2497	2249	2115	9665	1412	2132	5375	14803	32736	4209	4194	4674	2589	7546	8995	4048	7550	2718	5120	2955	4228	60439	50483	49211	50777	100533	180365	219685	368200	171761	3894	3716	3967	274913	177284	353201	11638	11681	6724	12854	30641	7435	47310	68304	194363	2753	5949	6632	489293	265648	286856	171376	1031279	5791	2842	1443	3127	867	948	82616
MGr2D2E2F__bin_108	291850	405733	422392	608906	2383900	1431073	554708	622580	712488	740949	1639343	1401731	725761	1193610	866974	1288467	1518734	1524070	295093	731675	168912	412376	579520	488080	749356	292479	323172	607425	653169	530981	343667	1208735	985877	75346	593613	88541	1034008	567427	646325	231844	621981	449985	138469	1076791	2308248	287870	3427016	2404245	2963444	6969533	1131993	446032	754939	164105	3788159	4475604	2535831	803440	621938	368110	1228382	1606178	1366594	173931	36704	1105855
LABRr1A1B1C__bin_138	71	83	38	121	128	75	64	87	88	134	65	133	242	250	136	110	118	114	66	142	100	131	176	308	119	124	186	87925	45428	6047	96	82	42	241	169	102	80	75	93	255	214	304	642	312	192	1669	773	644	263	2564	847	57	106	111	783	235	161	98	149	196	55	102	87	65	79	11903
LASCr2D2E2F__bin_94	837	1229	1467	3022	2350	1094	632	707	911	15959	1210	1360	6530	16801	2147	1049	956	1289	1839	1969	1981	789	832	991	1380	2119	2074	3886	2822	3240	729	2187	1646	90828	36554	22493	2498	1202	1642	5305	2768	5007	2225	3055	1733	1778	2775	2311	3093	5921	2432	1834	2190	1898	854	2524	1279	1472	1533	1952	2022	4132	5197	779	1277	7815
BAr1A1B1C__bin_103	35257	373474	4977566	3090	2530	11866	1201	1603	1539	29098	932	1394	1566	1311	1138	1662	1524	1567	31667	21367	276118	21526	3847	18318	1976	1822	2123	1922	1864	1549	2840	1790	1142	74076	89502	39926	1673	1215	27347	1169	1551	1406	1078	4308	1626	4254	834	1236	3009	6271	487	45051	26401	131124	459	1171	696	5090	4123	1824	1659	1217	1611	678	604	4985
MHr1A1B1C__bin_83	23622	74008	83654	9017	63630	140850	4249	8437	5890	59445	32561	11366	113490	71615	71974	7301	11484	12376	101922	312196	192561	114386	34014	147921	63542	131649	179168	54529	44146	7314	26834	11161	12064	136500	84990	59512	23983	5965	45040	3137	5922	5174	13145	50117	35756	2866	5724	7067	29108	35922	2578	106058	212177	293832	746	3111	2037	34288	16669	189681	13259	27060	21148	2284	4372	21850
CRr1A1B1C__bin_96	1920918	308903	1083624	20526	244061	307117	16209	24396	21612	34668	7665	10148	20232	20498	11671	16108	12274	9992	250384	169255	166019	86373	86206	180986	20291	36988	185740	5066	5353	5358	10387	10824	14411	11745	24468	16489	25135	21766	17454	6501	7494	7045	3358	2914	3050	3518	2870	3561	4884	40474	4645	210221	118156	117176	2918	6839	4389	18194	7781	327106	13189	14377	16815	8788	13139	30918
LASAr3G3H3I__bin_72	42900	52073	72852	151073	184618	184473	75300	78136	96173	17395	23884	23701	19931	10906	15930	19813	24132	33158	49830	65663	117510	13173	14059	41131	20358	78855	39484	15112	17291	11319	110128	40178	132322	16124	74439	37743	75672	62658	66239	12976	75662	3425	4301	4341	7833	6696	3197	6891	18988	15615	4843	55469	78673	99231	12705	80950	38379	140433	36172	24929	11162	8177	53346	17655	5481	35894
MHr2D2E2F__bin_21	401	813	695	715	1104	1411	883	1109	987	952	1187	1481	1106	803	1118	1587	1653	1401	605	1288	1079	1244	1194	1283	3116	1831	1921	14759	9122	8492	2059	2166	1912	552	1560	602	1188	1157	1391	1891	1515	1079	721	1343	1094	512	1581	1180	2378	5269	3991	598	1367	1079	103870	64572	48463	720	1590	1972	1500	2353	1799	3948	5915	18394
LABRr1A1B1C__bin_134	1948	2743	2428	4951	1920	2887	2002	2493	3718	2052	2199	3219	2711	1645	2361	3488	4222	2732	1510	2467	2568	1647	2086	1459	3865	2265	1618	408699	376701	303963	3577	3808	3523	9279	9075	7219	7078	3304	2629	17226	25745	14388	10191	9120	4888	8987	7941	5333	3154	16173	10535	1343	2124	1996	23580	84645	99254	4112	19804	2042	3414	1400	1953	662	837	532936
MHr2D2E2F__bin_85	4803	7888	4964	4564	10759	11276	5888	8045	8196	18906	26852	26435	12296	8071	15985	75789	67364	30531	9102	11221	9976	15298	20407	11205	38023	28253	20290	89870	84433	94711	74005	155953	95277	19845	76799	18878	44540	46072	67553	137987	325796	46287	3794	19780	15353	3548	6373	11368	18841	13955	11775	9273	11201	8207	142112	478068	301248	27139	112303	20167	11438	8688	13628	20872	36289	197288
BAr1A1B1C__bin_86	282115	48594	31933	4346	29331	20927	8045	13431	7334	49380	9752	17850	23388	37409	15559	19961	12749	10052	49516	9536	19441	28458	70555	24174	10344	13352	19490	18639	17448	37134	28096	22726	19131	30574	46007	40834	44929	87794	30005	12136	85221	33650	5098	4656	3750	8628	5472	4802	13994	13161	4657	23279	7149	14561	3949	11700	13206	111399	16648	13464	28437	37878	47066	10774	18076	141360
MGr3G3H3I__bin_9	2221	5174	1821	7479	1937	4855	6722	7495	5235	1958	2144	2694	3020	3758	3212	3632	4145	4298	1999	3330	3150	4092	5215	3002	101131	30425	26827	8309	6011	5445	4500	4210	3143	3718	5524	3421	2285	2338	2766	25052	11037	8905	10545	9726	8416	14421	46257	58763	55361	307159	252952	2543	3476	2655	85497	4820	2948	2003	4940	34954	3435	15310	112102	79910	81800	19770
MGr3G3H3I__bin_71	21055	31887	14165	8497	15003	8433	5398	6459	4660	9413	6056	9091	6583	5204	5046	6142	7304	7433	13111	9571	13810	13443	13440	14943	35130	20827	20284	28607	16014	29479	9064	12965	11634	25080	26671	21496	9514	12121	7463	26644	19706	23100	44683	13552	7798	158059	96813	61443	26389	213815	193654	11256	10012	10655	12876	22717	18397	10657	12293	23157	25725	31640	23438	45766	82748	111226
LABRr1A1B1C__bin_59	5310	12398	23490	3411	12764	55367	2826	3441	5579	11147	6911	7125	6417	8022	6971	5890	5945	5615	5604	16229	21933	5209	2290	9537	10892	10542	11214	156150	171774	16417	5607	7136	6272	9231	14847	8845	5329	3831	12493	1638	4932	3582	2836	9294	8243	5215	7230	9359	10026	6133	1363	8270	17533	15205	2466	13066	7627	5890	1857	9706	2733	2822	4539	3048	4180	40770
SEr3G3H3I__bin_163	22200	12262	16974	3300	91732	17432	20698	21856	18514	13173	43816	40317	64984	36487	35536	45986	48829	32297	20914	28760	32905	17935	27444	19508	46388	35034	46581	6979	5941	4326	89347	64440	81114	20242	36748	15670	56575	16747	86547	8356	4327	15352	14039	21527	13383	29254	18697	14969	19671	41852	31455	22045	26669	18786	4811	6092	3758	8435	12336	63436	47686	124918	139613	568608	701663	3443682
LASYr2D2E2F__bin_88	34937	28668	105877	41267	30659	43797	43092	36873	104485	70074	119208	146567	59418	32578	81261	102102	149255	198741	199672	72865	178739	33623	29166	48026	37840	83968	76120	21518	18500	16219	514803	306450	222166	61847	218947	75905	91949	259280	249908	79160	119209	36646	55267	136214	188660	20790	38423	86440	116124	179812	18237	153979	92775	138497	77983	57671	25185	66282	73641	52689	29725	44678	67143	53954	66429	62973
SEr2D2E2F__bin_26	77360	2168	687	61	36	18	25	44	16	3323	2629	1412	2698	6998	4416	79	341	147	534	1211	1319	21344	34673	3890	755	310	654	2002	1235	6843	12031	9817	1968	12278	26660	72306	3070	136	1603	22344	167	111505	2141	1509	1325	1202	3388	1033	454	1185	4103	437	950	1050	3272	264	1241	47153	16833	1198	180380	16135	403	13113	69460	35636
SEr3G3H3I__bin_177	11764	4556	7617	1835	42796	3367	1139	3323	701	2260	13773	27001	17234	11587	9609	1835	3979	7213	5051	48706	13878	15832	25596	51855	115109	90692	78818	1154	939	1021	78041	78343	72191	24034	32274	18677	29159	8674	20784	20202	4796	14693	1625	5508	2570	1940	8888	8392	58636	34763	101990	3957	43584	7636	8534	3721	2551	16419	35825	116959	17253	337168	134376	344743	462258	181260
SEr3G3H3I__bin_127	1273	938	714	789	1488	1171	340	495	471	13127	1213	2165	1022	903	1314	683	764	1435	1412	958	1102	1574	1622	1436	3502	2313	2042	2194	1876	4296	2300	3345	1701	2103	3672	2659	1261	1447	1745	3183	2531	2231	906	1471	974	546	966	941	1954	3107	3825	1788	1191	1092	4500	3487	2915	945	1678	2409	4005	5001	2859	1030491	7078824	223197
LABRr1A1B1C__bin_116	13863	8338	5073	2503	4625	3191	2651	3437	2694	5173	3769	4137	6313	4151	5064	2818	3146	2291	12766	3732	6226	13542	15864	9130	11801	8843	8182	145915	107783	219601	3353	6490	3573	31498	71852	58514	3986	4216	3904	143831	13222	126771	7515	7960	4654	7077	20209	7083	8779	12841	16611	13489	4031	4819	3446	6483	5048	7825	5882	10167	17655	10005	7663	7894	11634	433649
MHr2D2E2F__bin_120	5269	6864	4340	2983	4677	9818	6468	7441	6764	10250	9606	13152	7559	5714	7443	20659	19986	12422	3117	4796	4436	5122	8501	4705	5744	5815	4867	9695	7987	9739	21398	50136	75907	7432	16504	6500	23456	21005	15502	46245	28962	20614	3414	12694	10494	2125	5166	5266	8222	9889	4617	2793	4861	3386	597133	599516	152005	10087	40107	5364	4235	3635	5971	15753	13949	25022
MGr2D2E2F__bin_117	93	35	68	36	62	39	17	36	37	41	14	33	75	48	40	39	29	32	117	771	234	34	98	87	188	113	40	49434	36339	22042	26	36	33	169	91	85	51	54	46	143	44	170	66535	2790	2804	309091	19138	4676	41	4358	605	158	805	197	94	84	42	62	115	128	101	61	37	78	31	36985
BOr3G3H3I__bin_37	14809	11174	30313	27725	10669	15578	34209	42307	86760	466256	453132	559854	646409	731815	552448	707067	1114688	341803	2654	5335	7677	5397	6076	6804	3539	4342	4053	8045	8814	10020	38224	29506	59800	6519	364754	10535	62315	73416	160079	5388	14463	25040	988	5323	6506	2648	8135	18954	20659	4634	1541	3533	6214	5599	12087	65996	33866	43171	6593	3554	4447	1702	2957	2410	2204	20880
LASAr3G3H3I__bin_57	1252	1255	2970	777	1385	1265	910	849	800	4710	17657	40923	29666	19294	24210	3975	3288	2294	4144	12588	11582	4875	4864	2267	22483	12798	5178	43212	31306	6924	36142	96691	46594	20297	38590	28647	19996	2868	74732	24078	12409	13457	46434	45779	50732	15945	46284	26691	43419	74956	46408	4247	8757	8187	22693	20181	19952	10947	30231	5987	6366	3731	20588	7875	8003	43598
