phrog_id	phrog	annot	category
2574	phrog_2574	NA	unknown function
2575	phrog_2575	NA	unknown function
2576	phrog_2576	NA	unknown function
2577	phrog_2577	transposase	integration and excision
2578	phrog_2578	NA	unknown function
2579	phrog_2579	ParB C-terminal domain	DNA, RNA and nucleotide metabolism
2580	phrog_2580	tail fiber protein	tail
2581	phrog_2581	virion structural protein	head and packaging
2582	phrog_2582	NA	unknown function
2583	phrog_2583	NA	unknown function
2584	phrog_2584	NA	unknown function
2585	phrog_2585	nucleotide kinase	other
2586	phrog_2586	NA	unknown function
2587	phrog_2587	NA	unknown function
2588	phrog_2588	NA	unknown function
2589	phrog_2589	tail protein	tail
2590	phrog_2590	NA	unknown function
2591	phrog_2591	NA	unknown function
2592	phrog_2592	head scaffolding protein	head and packaging
2593	phrog_2593	anti-repressor	transcription regulation
2594	phrog_2594	NA	unknown function
2595	phrog_2595	head-tail connector protein	connector
2596	phrog_2596	NA	unknown function
2597	phrog_2597	DNA primase	DNA, RNA and nucleotide metabolism
2598	phrog_2598	NA	unknown function
2599	phrog_2599	ribosomal protein S6 glutaminyl transferase	moron, auxiliary metabolic gene and host takeover
2600	phrog_2600	NA	unknown function
2601	phrog_2601	NA	unknown function
2602	phrog_2602	NA	unknown function
2603	phrog_2603	NA	unknown function
2604	phrog_2604	unknown function	unknown function
2605	phrog_2605	NA	unknown function
2606	phrog_2606	terminase small subunit	head and packaging
2607	phrog_2607	NA	unknown function
2608	phrog_2608	transcriptional activator	transcription regulation
2609	phrog_2609	holin	lysis
2610	phrog_2610	NA	unknown function
2611	phrog_2611	NA	unknown function
2612	phrog_2612	NA	unknown function
2613	phrog_2613	NA	unknown function
2614	phrog_2614	NA	unknown function
2615	phrog_2615	NA	unknown function
2616	phrog_2616	NA	unknown function
2617	phrog_2617	short tail fiber protein	tail
2618	phrog_2618	NA	unknown function
2619	phrog_2619	NA	unknown function
2620	phrog_2620	excisionase and transcriptional regulator	integration and excision
2621	phrog_2621	NA	unknown function
2622	phrog_2622	NA	unknown function
2623	phrog_2623	NA	unknown function
2624	phrog_2624	tail assembly chaperone	tail
2625	phrog_2625	NA	unknown function
2626	phrog_2626	NA	unknown function
2627	phrog_2627	NA	unknown function
2628	phrog_2628	NA	unknown function
2629	phrog_2629	NA	unknown function
2630	phrog_2630	NA	unknown function
2631	phrog_2631	tail fiber protein	tail
2632	phrog_2632	NA	unknown function
2633	phrog_2633	endonuclease VII	DNA, RNA and nucleotide metabolism
2634	phrog_2634	major tail protein	tail
2635	phrog_2635	tail protein	tail
2636	phrog_2636	tail fiber protein	tail
2637	phrog_2637	NA	unknown function
2638	phrog_2638	NA	unknown function
2639	phrog_2639	Arc-like repressor	transcription regulation
2640	phrog_2640	zinc containing alcohol dehydrogenase superfamily	other
2641	phrog_2641	NA	unknown function
2642	phrog_2642	NA	unknown function
2643	phrog_2643	5'-3' deoxyribonucleotidase	moron, auxiliary metabolic gene and host takeover
2644	phrog_2644	glycosyltransferase	moron, auxiliary metabolic gene and host takeover
2645	phrog_2645	major tail protein	tail
2646	phrog_2646	NA	unknown function
2647	phrog_2647	head decoration	head and packaging
2648	phrog_2648	NA	unknown function
2649	phrog_2649	endolysin	lysis
2650	phrog_2650	NA	unknown function
2651	phrog_2651	NA	unknown function
2652	phrog_2652	NA	unknown function
2653	phrog_2653	NA	unknown function
2654	phrog_2654	NA	unknown function
2655	phrog_2655	excisionase	integration and excision
2656	phrog_2656	NA	unknown function
2657	phrog_2657	transcriptional regulator	transcription regulation
2658	phrog_2658	hol-like chemotaxis	other
2659	phrog_2659	RNA ligase	DNA, RNA and nucleotide metabolism
2660	phrog_2660	NA	unknown function
2661	phrog_2661	NA	unknown function
2662	phrog_2662	portal protein	head and packaging
2663	phrog_2663	NA	unknown function
2664	phrog_2664	NA	unknown function
2665	phrog_2665	virion structural protein	head and packaging
2666	phrog_2666	terminase large subunit	head and packaging
2667	phrog_2667	internal head protein	head and packaging
2668	phrog_2668	NA	unknown function
2669	phrog_2669	baseplate protein	tail
2670	phrog_2670	NA	unknown function
2671	phrog_2671	tail fiber protein	tail
2672	phrog_2672	NA	unknown function
2673	phrog_2673	NA	unknown function
2674	phrog_2674	NA	unknown function
2675	phrog_2675	DNA methyltransferase	other
2676	phrog_2676	NA	unknown function
2677	phrog_2677	tail protein with lysin activity	tail
2678	phrog_2678	NA	unknown function
2679	phrog_2679	Kil protein for bacterial septation inhibition	other
2680	phrog_2680	head decoration	head and packaging
2681	phrog_2681	NA	unknown function
2682	phrog_2682	NA	unknown function
2683	phrog_2683	minor tail protein	tail
2684	phrog_2684	NA	unknown function
2685	phrog_2685	partition protein ATPase	other
2686	phrog_2686	NA	unknown function
2687	phrog_2687	NA	unknown function
2688	phrog_2688	NA	unknown function
2689	phrog_2689	minor tail protein	tail
2690	phrog_2690	NA	unknown function
2691	phrog_2691	tail fiber protein	tail
2692	phrog_2692	NA	unknown function
2693	phrog_2693	NA	unknown function
2694	phrog_2694	NA	unknown function
2695	phrog_2695	NA	unknown function
2696	phrog_2696	NA	unknown function
2697	phrog_2697	NA	unknown function
2698	phrog_2698	NA	unknown function
2699	phrog_2699	terminase large subunit	head and packaging
2700	phrog_2700	NA	unknown function
2701	phrog_2701	NA	unknown function
2702	phrog_2702	NA	unknown function
2703	phrog_2703	NA	unknown function
2704	phrog_2704	NA	unknown function
2705	phrog_2705	NA	unknown function
2706	phrog_2706	NA	unknown function
2707	phrog_2707	NA	unknown function
2708	phrog_2708	nucleotide kinase	other
2709	phrog_2709	NA	unknown function
2710	phrog_2710	tail fiber protein	tail
2711	phrog_2711	NA	unknown function
2712	phrog_2712	tail fiber protein	tail
2713	phrog_2713	NA	unknown function
2714	phrog_2714	NA	unknown function
2715	phrog_2715	NA	unknown function
2716	phrog_2716	NA	unknown function
2717	phrog_2717	NA	unknown function
2718	phrog_2718	NA	unknown function
2719	phrog_2719	NA	unknown function
2720	phrog_2720	NA	unknown function
2721	phrog_2721	NA	unknown function
2722	phrog_2722	NA	unknown function
2723	phrog_2723	tail length tape measure protein	tail
2724	phrog_2724	NA	unknown function
2725	phrog_2725	acetyl-CoA acetyltransferase	other
2726	phrog_2726	NA	unknown function
2727	phrog_2727	NA	unknown function
2728	phrog_2728	NA	unknown function
2729	phrog_2729	virion structural protein	head and packaging
2730	phrog_2730	NA	unknown function
2731	phrog_2731	NA	unknown function
2732	phrog_2732	NA	unknown function
2733	phrog_2733	NA	unknown function
2734	phrog_2734	NA	unknown function
2735	phrog_2735	NA	unknown function
2736	phrog_2736	aminotransferase	other
2737	phrog_2737	NA	unknown function
2738	phrog_2738	NA	unknown function
2739	phrog_2739	portal protein	head and packaging
2740	phrog_2740	NA	unknown function
2741	phrog_2741	NA	unknown function
2742	phrog_2742	endolysin	lysis
2743	phrog_2743	Kil protein for bacterial septation inhibition	other
2744	phrog_2744	NA	unknown function
2745	phrog_2745	transcriptional repressor	transcription regulation
2746	phrog_2746	host range and adsorption protein	moron, auxiliary metabolic gene and host takeover
2747	phrog_2747	NA	unknown function
2748	phrog_2748	NA	unknown function
2749	phrog_2749	NA	unknown function
2750	phrog_2750	NA	unknown function
2751	phrog_2751	NA	unknown function
2752	phrog_2752	NA	unknown function
2753	phrog_2753	head maturation protease	head and packaging
2754	phrog_2754	virion structural protein	head and packaging
2755	phrog_2755	NA	unknown function
2756	phrog_2756	virion structural protein	head and packaging
2757	phrog_2757	NA	unknown function
2758	phrog_2758	NA	unknown function
2759	phrog_2759	NA	unknown function
2760	phrog_2760	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism
2761	phrog_2761	NA	unknown function
2762	phrog_2762	NA	unknown function
2763	phrog_2763	NA	unknown function
2764	phrog_2764	NA	unknown function
2765	phrog_2765	PhoH-like phosphate starvation-inducible	other
2766	phrog_2766	NA	unknown function
2767	phrog_2767	NA	unknown function
2768	phrog_2768	NA	unknown function
2769	phrog_2769	NA	unknown function
2770	phrog_2770	NA	unknown function
2771	phrog_2771	NA	unknown function
2772	phrog_2772	NA	unknown function
2773	phrog_2773	NA	unknown function
2774	phrog_2774	NA	unknown function
2775	phrog_2775	NA	unknown function
2776	phrog_2776	NA	unknown function
2777	phrog_2777	NA	unknown function
2778	phrog_2778	NA	unknown function
2779	phrog_2779	NA	unknown function
2780	phrog_2780	RecT-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism
2781	phrog_2781	NA	unknown function
2782	phrog_2782	NA	unknown function
2783	phrog_2783	NA	unknown function
2784	phrog_2784	NA	unknown function
2785	phrog_2785	NA	unknown function
2786	phrog_2786	NA	unknown function
2787	phrog_2787	NA	unknown function
2788	phrog_2788	NA	unknown function
2789	phrog_2789	transcriptional regulator	transcription regulation
2790	phrog_2790	excisionase and transcriptional regulator	integration and excision
2791	phrog_2791	NA	unknown function
2792	phrog_2792	tail assembly chaperone	tail
2793	phrog_2793	NA	unknown function
2794	phrog_2794	NA	unknown function
2795	phrog_2795	NA	unknown function
2796	phrog_2796	head-tail connector protein	connector
2797	phrog_2797	NA	unknown function
2798	phrog_2798	NA	unknown function
2799	phrog_2799	NA	unknown function
2800	phrog_2800	NA	unknown function
2801	phrog_2801	NA	unknown function
2802	phrog_2802	NA	unknown function
2803	phrog_2803	NA	unknown function
2804	phrog_2804	virion structural protein	head and packaging
2805	phrog_2805	minor tail protein	tail
2806	phrog_2806	NA	unknown function
2807	phrog_2807	NA	unknown function
2808	phrog_2808	NA	unknown function
2809	phrog_2809	NA	unknown function
2810	phrog_2810	virion structural protein	head and packaging
2811	phrog_2811	virion structural protein	head and packaging
2812	phrog_2812	NA	unknown function
2813	phrog_2813	virion structural protein	head and packaging
2814	phrog_2814	NA	unknown function
2815	phrog_2815	NA	unknown function
2816	phrog_2816	protease	other
2817	phrog_2817	NA	unknown function
2818	phrog_2818	NA	unknown function
2819	phrog_2819	NA	unknown function
2820	phrog_2820	NA	unknown function
2821	phrog_2821	NA	unknown function
2822	phrog_2822	NA	unknown function
2823	phrog_2823	NA	unknown function
2824	phrog_2824	virion structural protein	head and packaging
2825	phrog_2825	polymerase	DNA, RNA and nucleotide metabolism
2826	phrog_2826	NA	unknown function
2827	phrog_2827	NA	unknown function
2828	phrog_2828	serine-threonine kinase	other
2829	phrog_2829	NA	unknown function
2830	phrog_2830	NA	unknown function
2831	phrog_2831	NA	unknown function
2832	phrog_2832	NA	unknown function
2833	phrog_2833	portal protein	head and packaging
2834	phrog_2834	NA	unknown function
2835	phrog_2835	glucosyltransferase	moron, auxiliary metabolic gene and host takeover
2836	phrog_2836	tail length tape measure protein	tail
2837	phrog_2837	tail protein	tail
2838	phrog_2838	transcriptional repressor	transcription regulation
2839	phrog_2839	tail sheath	tail
2840	phrog_2840	minor tail protein	tail
2841	phrog_2841	minor head protein	head and packaging
2842	phrog_2842	NA	unknown function
2843	phrog_2843	NA	unknown function
2844	phrog_2844	NA	unknown function
2845	phrog_2845	NA	unknown function
2846	phrog_2846	NA	unknown function
2847	phrog_2847	NA	unknown function
2848	phrog_2848	NA	unknown function
2849	phrog_2849	NA	unknown function
2850	phrog_2850	NA	unknown function
2851	phrog_2851	NA	unknown function
2852	phrog_2852	NA	unknown function
2853	phrog_2853	NA	unknown function
2854	phrog_2854	tail length tape measure protein	tail
2855	phrog_2855	NA	unknown function
2856	phrog_2856	transcriptional regulator	transcription regulation
2857	phrog_2857	tail fiber protein	tail
2858	phrog_2858	NA	unknown function
2859	phrog_2859	NA	unknown function
2860	phrog_2860	endolysin	head and packaging
2861	phrog_2861	NA	unknown function
2862	phrog_2862	NA	unknown function
2863	phrog_2863	NA	unknown function
2864	phrog_2864	NA	unknown function
2865	phrog_2865	NA	unknown function
2866	phrog_2866	single strand DNA binding protein	DNA, RNA and nucleotide metabolism
2867	phrog_2867	virion structural protein	head and packaging
2868	phrog_2868	NA	unknown function
2869	phrog_2869	NA	unknown function
2870	phrog_2870	NA	unknown function
2871	phrog_2871	tail protein	tail
2872	phrog_2872	Sak4-like ssDNA annealing protein	DNA, RNA and nucleotide metabolism
2873	phrog_2873	NA	unknown function
2874	phrog_2874	NA	unknown function
2875	phrog_2875	virion structural protein	head and packaging
2876	phrog_2876	NA	unknown function
2877	phrog_2877	holin	lysis
2878	phrog_2878	NA	unknown function
2879	phrog_2879	holin	lysis
2880	phrog_2880	replication initiation protein	DNA, RNA and nucleotide metabolism
2881	phrog_2881	dCMP hydroxymethylase	DNA, RNA and nucleotide metabolism
2882	phrog_2882	DNA methyltransferase	other
2883	phrog_2883	NA	unknown function
2884	phrog_2884	NA	unknown function
2885	phrog_2885	baseplate wedge subunit	tail
2886	phrog_2886	RIIB lysis inhibitor	lysis
2887	phrog_2887	NA	unknown function
2888	phrog_2888	alpha-glucosyltransferase	other
2889	phrog_2889	NA	unknown function
2890	phrog_2890	peptide deformylase	other
2891	phrog_2891	NA	unknown function
2892	phrog_2892	NA	unknown function
2893	phrog_2893	NA	unknown function
2894	phrog_2894	NA	unknown function
2895	phrog_2895	NA	unknown function
2896	phrog_2896	NA	unknown function
2897	phrog_2897	NA	unknown function
2898	phrog_2898	NA	unknown function
2899	phrog_2899	anti-repressor Ant	transcription regulation
2900	phrog_2900	NA	unknown function
2901	phrog_2901	NA	unknown function
2902	phrog_2902	anti-repressor	transcription regulation
2903	phrog_2903	NA	unknown function
2904	phrog_2904	NA	unknown function
2905	phrog_2905	NA	unknown function
2906	phrog_2906	NA	unknown function
2907	phrog_2907	excisionase	integration and excision
2908	phrog_2908	NA	unknown function
2909	phrog_2909	NA	unknown function
2910	phrog_2910	NA	unknown function
2911	phrog_2911	NA	unknown function
2912	phrog_2912	NA	unknown function
2913	phrog_2913	glycoside hydrolase	other
2914	phrog_2914	endonuclease VII	DNA, RNA and nucleotide metabolism
2915	phrog_2915	tail fiber protein	tail
2916	phrog_2916	NA	unknown function
2917	phrog_2917	excisionase	integration and excision
2918	phrog_2918	NA	unknown function
2919	phrog_2919	NA	unknown function
2920	phrog_2920	NA	unknown function
2921	phrog_2921	NA	unknown function
2922	phrog_2922	NA	unknown function
2923	phrog_2923	NA	unknown function
2924	phrog_2924	NA	unknown function
2925	phrog_2925	NA	unknown function
